,id,file,name,journal,authors,affiliations,len-original,len-anond,gemma-0-score-1,gemma-0-score-2,gemma-0-score-3,gemma-0-originality-1,gemma-0-rigor-1,gemma-0-scope-1,gemma-0-impact-1,gemma-0-written_by_ai-1,gemma-0-originality-2,gemma-0-rigor-2,gemma-0-scope-2,gemma-0-impact-2,gemma-0-written_by_ai-2,gemma-0-originality-3,gemma-0-rigor-3,gemma-0-scope-3,gemma-0-impact-3,gemma-0-written_by_ai-3,gemma-1-score-1,gemma-1-score-2,gemma-1-score-3,gemma-1-originality-1,gemma-1-rigor-1,gemma-1-scope-1,gemma-1-impact-1,gemma-1-written_by_ai-1,gemma-1-originality-2,gemma-1-rigor-2,gemma-1-scope-2,gemma-1-impact-2,gemma-1-written_by_ai-2,gemma-1-originality-3,gemma-1-rigor-3,gemma-1-scope-3,gemma-1-impact-3,gemma-1-written_by_ai-3,gemma-10-score-1,gemma-10-score-2,gemma-10-score-3,gemma-10-originality-1,gemma-10-rigor-1,gemma-10-scope-1,gemma-10-impact-1,gemma-10-written_by_ai-1,gemma-10-originality-2,gemma-10-rigor-2,gemma-10-scope-2,gemma-10-impact-2,gemma-10-written_by_ai-2,gemma-10-originality-3,gemma-10-rigor-3,gemma-10-scope-3,gemma-10-impact-3,gemma-10-written_by_ai-3,gemma-50-score-1,gemma-50-score-2,gemma-50-score-3,gemma-50-originality-1,gemma-50-rigor-1,gemma-50-scope-1,gemma-50-impact-1,gemma-50-written_by_ai-1,gemma-50-originality-2,gemma-50-rigor-2,gemma-50-scope-2,gemma-50-impact-2,gemma-50-written_by_ai-2,gemma-50-originality-3,gemma-50-rigor-3,gemma-50-scope-3,gemma-50-impact-3,gemma-50-written_by_ai-3,gemma-100-score-1,gemma-100-score-2,gemma-100-score-3,gemma-100-originality-1,gemma-100-rigor-1,gemma-100-scope-1,gemma-100-impact-1,gemma-100-written_by_ai-1,gemma-100-originality-2,gemma-100-rigor-2,gemma-100-scope-2,gemma-100-impact-2,gemma-100-written_by_ai-2,gemma-100-originality-3,gemma-100-rigor-3,gemma-100-scope-3,gemma-100-impact-3,gemma-100-written_by_ai-3
959,96_9,96. Pacific Economic Review/Pacific Economic Review - 2023 - Su - Children s oral health behaviour and new preventative health products in rural China.pdf,Children's oral health behaviour and new preventative health products in rural China,Pacific Economic Review,Yu-hsuan Su; Juei-Chi Wang; Shinn-Shyr Wang,"Yu-hsuan Su, Graduate Institute of Development Studies, College of Social Sciences, National Chengchi University, Taipei, Taiwan; Juei-Chi Wang, Institute of International Relations, National Chengchi University, Taipei, Taiwan; Shinn-Shyr Wang, Department of Economics, College of Social Sciences, National Chengchi University, Taipei, Taiwan",9308.0,8269.0,2,2,2,3,2,5,4,7,3,2,5,4,7,3,2,5,4,7,3,3,3,5,6,6,5,7,5,6,6,5,7,5,6,6,5,3,3,3,3,6,7,6,5,2,5,7,6,4,2,5,7,6,4,2,3,3,3,6,7,6,5,3,6,7,6,5,3,6,7,6,5,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,3
960,97_0,97. Journal of Sports Economics/humphreys-ruseski-2024-football-generated-rent-sharing-and-expenditures-on-women-s-intercollegiate-athletics.pdf,Football-Generated Rent Sharing and Expenditures on Women’s Intercollegiate Athletics,Journal of Sports Economics,Brad R. Humphreys; Jane E. Ruseski,"Brad R. Humphreys, Department of Economics, John Chambers College of Business and Economics, West Virginia University, Morgantown, WV, USA; Jane E. Ruseski, Department of Economics, John Chambers College of Business and Economics, West Virginia University, Morgantown, WV, USA",5460.0,5217.0,3,3,3,6,5,7,6,2,6,7,7,6,3,6,5,7,6,2,3,3,3,6,4,7,5,3,6,4,7,5,2,6,5,7,6,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,3,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,3
961,97_1,97. Journal of Sports Economics/giddings-2024-serena-simone-and-semenya-after-50-years-the-past-present-and-future-of-title-ix.pdf,"Serena, Simone, and Semenya: After 50 Years, the Past, Present, and Future of Title IX",Journal of Sports Economics,Lisa A. Giddings,"Lisa A. Giddings, Department of Economics, University of Wisconsin-La Crosse, La Crosse, WI, USA",6525.0,6361.0,1,1,1,6,5,7,6,3,6,5,7,6,2,6,5,7,7,3,1,1,1,6,5,7,6,3,6,5,7,6,2,6,5,7,6,3,1,1,1,6,5,7,6,2,6,5,7,6,2,6,5,7,7,2,1,1,1,6,7,7,6,2,6,7,7,6,2,6,7,8,7,2,3,3,3,6,7,7,6,3,6,7,7,6,2,6,5,7,6,2
962,97_2,97. Journal of Sports Economics/leiva-bertran-2024-ranking-in-incomplete-tournaments-the-generalized-win-percentage-method-efficiency-and-ncaa-football.pdf,"Ranking in Incomplete Tournaments: The Generalized Win Percentage Method, Efficiency, and NCAA Football",Journal of Sports Economics,Fernando Leiva Bertrán,"Fernando Leiva Bertrán; Department of Economics, Arizona State University, Tempe, AZ, USA",13512.0,12392.0,3,3,3,6,7,7,5,2,6,7,7,5,2,6,7,7,6,2,3,3,3,6,7,7,5,2,6,7,7,5,2,6,7,7,5,2,3,3,3,7,8,6,5,3,7,8,6,5,2,7,8,6,5,2,3,3,3,7,8,7,6,3,7,8,7,6,2,7,8,6,5,2,4,4,4,6,7,7,5,3,6,8,7,5,3,6,7,7,5,3
963,97_3,97. Journal of Sports Economics/frick-2024-gender-differences-in-the-concentration-of-individual-performance-evidence-from-track-and-field-athletics.pdf,Gender Differences in the Concentration of Individual Performance: Evidence From Track and Field Athletics,Journal of Sports Economics,Bernd Frick,"Bernd Frick, Management Department, Faculty of Business Administration and Economics, Paderborn University, Warburger Strasse 100, D-33098 Paderborn, Germany",5984.0,5740.0,3,3,3,6,7,5,4,2,6,7,5,4,2,6,7,5,4,2,2,3,3,4,2,5,3,7,4,3,5,3,7,4,3,5,3,6,3,3,3,6,7,5,4,2,6,7,5,4,2,6,7,6,5,2,3,3,3,6,7,6,4,3,6,7,6,4,3,6,7,6,4,2,3,3,3,4,6,5,3,7,4,6,6,3,7,4,6,5,3,7
964,97_4,97. Journal of Sports Economics/shenkman-et-al-2024-online-versus-offline-esports-tournaments-prize-structure-and-individual-performance.pdf,Online Versus Offline eSports Tournaments: Prize Structure and Individual Performance,Journal of Sports Economics,Evgeniya Shenkman; Mariia Molodchik; Petr Parshakov,"Evgeniya Shenkman, International Laboratory of Intangible-Driven Economy, HSE University, Perm, Russia; Mariia Molodchik, International Laboratory of Intangible-Driven Economy, HSE University, Perm, Russia; Petr Parshakov, International Laboratory of Intangible-Driven Economy, HSE University, Perm, Russia",6797.0,6444.0,3,3,3,4,3,5,3,6,4,5,6,3,7,4,3,5,3,7,3,3,3,6,7,5,4,2,6,7,5,4,2,6,7,5,4,2,3,3,3,6,5,6,4,3,6,5,6,4,7,6,5,6,4,3,3,3,3,5,7,6,4,3,6,7,6,5,3,6,7,7,5,3,3,3,3,6,7,6,4,3,6,7,6,4,3,6,7,6,4,2
965,97_5,97. Journal of Sports Economics/beaudin-2023-cross-quality-impacts-of-ncaa-division-i-baseball-and-softball.pdf,Cross-Quality Impacts of NCAA Division I Baseball and Softball,Journal of Sports Economics,Laura Beaudin,"Laura Beaudin, Department of Economics, Bryant University, Smithfield, RI, USA",10247.0,10044.0,1,1,1,4,3,5,2,7,4,3,5,2,7,4,3,5,2,7,2,2,2,4,5,6,3,7,4,5,6,3,7,4,3,5,3,7,3,3,2,6,5,6,4,2,6,5,6,4,2,6,5,6,4,2,3,3,3,4,6,5,3,2,4,6,6,3,2,4,6,5,3,2,3,3,3,6,7,5,4,3,6,7,6,4,3,6,7,6,4,3
966,97_6,97. Journal of Sports Economics/falvey-et-al-2024-do-jockeys-look-to-or-rest-on-their-laurels-after-a-sequence-of-winning-rides.pdf,Do Jockeys “Look to” or “Rest on” Their Laurels After a Sequence of Winning Rides?,Journal of Sports Economics,Rod Falvey; Gulasekaran Rajaguru; Robert Wrathall,"Rod Falvey, Bond Business School, Bond University, Gold Coast, Queensland 4229, Australia; Gulasekaran Rajaguru, Bond Business School, Bond University, 14 University Drive, Gold Coast, Queensland 4229, Australia; Robert Wrathall, Bond Business School, Bond University, Gold Coast, Queensland 4229, Australia",16325.0,15924.0,2,3,2,4,2,3,1,6,4,2,3,1,7,4,2,3,1,7,3,3,3,6,7,5,3,2,6,7,5,3,1,6,7,5,3,2,3,3,3,6,7,5,4,2,6,7,5,4,2,6,7,5,4,2,3,3,3,6,7,7,5,2,6,7,7,5,2,6,8,7,5,3,5,5,5,6,7,6,4,3,6,7,6,4,3,6,7,6,4,3
967,97_7,97. Journal of Sports Economics/cary-stephens-2024-how-covid-19-affected-participation-in-ultramarathons-gender-risk-aversion-and-travel.pdf,"How COVID-19 Affected Participation in Ultramarathons: Gender, Risk Aversion, and Travel",Journal of Sports Economics,Michael Cary; Heather M. Stephens,"Michael Cary, Department of Agricultural and Applied Economics, Virginia Tech, Blacksburg, VA, USA; Heather M. Stephens, Regional Research Institute and Resource Economics and Management, West Virginia University, Morgantown, WV, USA",9885.0,9629.0,3,3,3,6,4,5,3,7,6,4,5,3,7,6,4,5,3,2,3,3,3,6,7,5,3,2,6,5,4,3,2,6,5,4,3,2,3,3,3,6,7,5,4,2,6,7,5,4,2,6,7,5,4,2,3,3,3,4,7,6,4,3,6,7,6,5,3,6,7,6,4,2,3,3,4,5,7,6,4,2,6,7,6,4,2,4,7,6,4,2
968,97_8,97. Journal of Sports Economics/agha-et-al-2024-exploitation-in-college-sports-no-longer-just-a-man-s-game.pdf,Exploitation in College Sports: No Longer Just a “Man’s Game”,Journal of Sports Economics,Nola Agha; David Berri; Stacey L. Brook; Courtney Paulson,"Nola Agha, Sport Management, University of San Francisco, San Francisco, CA, USA; David Berri, Economics, Southern Utah University, Cedar City, UT, USA; Stacey L. Brook, Economics, University of Central Florida, Orlando, FL, USA; Courtney Paulson, Decision Sciences, University of New Hampshire Peter T Paul College of Business and Economics, Durham, NH, USA",9943.0,9025.0,2,3,3,6,4,7,5,3,6,4,7,5,3,6,3,7,5,2,3,3,3,6,7,7,6,2,6,7,7,5,2,6,7,6,5,2,3,3,3,7,6,6,5,2,7,6,6,5,2,7,6,6,5,2,3,3,3,7,6,7,5,3,6,7,7,5,3,6,7,7,5,2,4,4,4,7,6,7,5,3,7,8,7,6,3,7,8,6,5,2
969,97_9,97. Journal of Sports Economics/harris-dulin-2024-pay-for-performance-in-the-pool-sink-or-swim.pdf,Pay for Performance in the Pool: Sink or Swim?,Journal of Sports Economics,Jill S. Harris; Johnathan Dulin,"Jill S. Harris, United States Air Force Academy, USAF Academy, CO, USA; Johnathan Dulin, United States Air Force Academy, USAF Academy, CO, USA",4757.0,4516.0,2,2,2,3,2,4,2,7,3,2,4,2,7,3,2,4,2,7,2,2,2,4,2,5,3,6,4,2,5,3,7,4,2,5,3,7,2,2,2,6,4,5,4,3,4,3,5,4,7,4,3,5,4,7,2,2,2,5,6,6,4,3,6,5,5,4,3,5,6,6,4,3,3,3,3,6,5,5,4,2,5,6,5,4,2,6,5,6,4,3
970,98_0,98. Journal of Benefit-Cost Analysis/adaptable_tool_for_modeling_the_benefits_and_costs_of_substance_use_disorder_recovery_programs.pdf,Adaptable Tool for Modeling the Benefits and Costs of Substance Use Disorder Recovery Programs,Journal of Benefit-Cost Analysis,Madison Ashworth; David Johnson; Robin Thompson,"Madison Ashworth, Research, Fletcher Group, Inc., London, KY, USA; David Johnson, Research, Fletcher Group, Inc., London, KY, USA; Robin Thompson, Research, Fletcher Group, Inc., London, KY, USA",9048.0,7836.0,2,3,2,6,5,7,6,3,6,5,7,6,3,6,5,7,6,3,3,3,3,6,5,7,6,2,6,5,7,6,2,6,5,7,6,3,3,3,3,6,7,7,7,3,6,7,7,6,2,6,7,7,8,2,3,3,3,6,7,7,6,3,6,7,7,6,3,6,7,7,6,3,3,3,3,4,6,6,5,3,5,6,6,6,3,6,7,7,6,3
971,98_1,98. Journal of Benefit-Cost Analysis/citizen_preferences_and_bca_a_model_of_willingnesstopay_behind_a_veil_of_ignorance.pdf,Citizen Preferences and BCA: A Model of Willingness-to-Pay behind a Veil of Ignorance,Journal of Benefit-Cost Analysis,Morgan Beeson; Susan Chilton; Hugh Metcalf; Jytte Seested Nielsen,"Morgan Beeson, Newcastle University Business School, Newcastle upon Tyne, United Kingdom; Susan Chilton, Newcastle University Business School, Newcastle upon Tyne, United Kingdom; Hugh Metcalf, Newcastle University Business School, Newcastle upon Tyne, United Kingdom; Jytte Seested Nielsen, Newcastle University Business School, Newcastle upon Tyne, United Kingdom",10388.0,9764.0,3,3,3,7,6,7,6,3,6,7,7,6,3,7,6,7,6,3,3,3,3,6,5,7,5,2,6,5,7,5,2,7,6,7,6,2,3,3,3,7,8,6,6,2,7,8,6,5,2,7,8,6,5,2,4,5,4,7,8,6,5,2,7,8,6,5,2,7,8,6,5,2,6,6,6,7,8,6,5,3,6,7,6,5,2,7,8,6,5,2
972,98_2,98. Journal of Benefit-Cost Analysis/applying_the_regulatory_report_card_to_tax_regulations.pdf,Applying the Regulatory Report Card to Tax Regulations,Journal of Benefit-Cost Analysis,Bridget C.E. Dooling; Kristin E. Hickman,"Bridget C.E. Dooling, Moritz College of Law, The Ohio State University, Columbus, OH, USA; Kristin E. Hickman, University of Minnesota Law School, University of Minnesota, Minneapolis, MN, USA",9112.0,8274.0,3,3,3,6,5,7,6,2,6,5,7,6,2,6,5,7,6,3,3,3,3,4,3,5,3,2,4,3,5,3,7,4,3,5,3,2,3,3,3,4,6,5,4,2,4,5,6,4,2,4,5,5,3,2,3,3,3,5,6,6,4,3,5,6,7,4,2,5,6,6,4,2,3,3,3,6,7,7,5,2,4,6,6,5,2,6,7,7,5,2
973,98_3,98. Journal of Benefit-Cost Analysis/on_the_design_of_a_regulatory_system.pdf,On the Design of a Regulatory System,Journal of Benefit-Cost Analysis,Patrick A. McLaughlin; Tyler Richards,"Hoover Institution, Stanford University, CA, USA; Independent, USA",2473.0,2314.0,1,1,1,3,2,4,2,8,3,2,4,1,8,3,2,4,2,8,1,2,1,3,2,4,2,7,3,2,4,2,7,3,2,4,2,7,2,2,2,6,4,7,6,7,5,4,6,5,7,5,4,6,5,7,3,3,3,4,6,6,5,3,4,6,6,5,3,4,6,6,5,2,3,3,3,4,6,6,5,2,4,6,6,5,2,4,6,5,4,2
974,98_4,98. Journal of Benefit-Cost Analysis/regulatory_reform_results_and_challenges.pdf,Regulatory Reform: Results and Challenges,Journal of Benefit-Cost Analysis,Susan E. Dudley; Jerry Ellig,"Susan E. Dudley, Regulatory Studies Center, The George Washington University, Washington, DC, USA; Jerry Ellig, Regulatory Studies Center, The George Washington University, Washington, DC, USA",8197.0,7408.0,3,3,3,4,5,6,5,7,3,4,5,4,7,4,5,6,5,7,3,3,3,5,6,7,6,8,4,5,6,5,7,4,5,6,5,7,3,3,3,6,7,6,5,2,6,7,5,6,2,6,7,6,5,2,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,4,4,4,7,8,7,6,2,7,7,8,7,2,7,8,7,6,2
975,98_5,98. Journal of Benefit-Cost Analysis/from_benefitcost_analysis_to_social_welfare_a_pragmatic_approach.pdf,From Benefit–Cost Analysis to Social Welfare: A Pragmatic Approach,Journal of Benefit-Cost Analysis,Maddalena Ferranna; James K. Hammitt; Lisa A. Robinson,"Department of Pharmaceutical and Health Economics, University of Southern California, Los Angeles, CA, USA; Center for Health Decision Science, Harvard T.H. Chan School of Public Health, Boston, MA, USA; Toulouse School of Economics, Université de Toulouse Capitole, Toulouse, France; Center for Health Decision Science, Harvard T.H. Chan School of Public Health, Boston, MA, USA",13617.0,12533.0,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,3,3,3,3,6,7,7,6,2,6,7,7,6,2,6,7,7,6,2,3,3,3,7,8,6,7,1,6,7,7,6,2,6,7,7,6,2,4,3,3,6,7,7,6,2,7,8,7,6,2,6,7,7,6,2,4,4,4,6,7,7,6,3,6,7,7,6,2,7,8,7,6,2
976,98_6,98. Journal of Benefit-Cost Analysis/benefitcost_analysis_in_the_59_ghz_band.pdf,Benefit–cost analysis in the 5.9 GHz band,Journal of Benefit-Cost Analysis,Thomas Hazlett,"John E. Walker Department of Economics, Clemson University, Clemson, SC, USA; SpectrumX, an NSF Spectrum Innovation Initiative",13154.0,12227.0,3,3,3,4,6,5,4,2,4,6,5,4,2,4,6,5,4,2,3,3,3,6,7,5,6,1,6,7,5,6,2,6,7,5,6,2,3,3,3,6,7,5,6,2,5,6,5,4,2,6,7,5,4,2,1,1,1,6,4,7,5,2,6,4,7,5,2,6,4,7,5,2,3,3,3,4,3,6,4,7,4,3,6,4,2,4,3,6,4,2
977,98_7,98. Journal of Benefit-Cost Analysis/costs_and_benefits_of_a_local_dna_database.pdf,The Costs and Benefits of a Local DNA Database,Journal of Benefit-Cost Analysis,Gregory DeAngelo; Michael Krouse; Ryan Quandt,"Gregory DeAngelo, Department of Economic Sciences, Claremont Graduate University, Claremont, CA, USA; Michael Krouse, Department of Economic Sciences, Sicuro Data Analytics, Camarillo, CA, USA; Ryan Quandt, Cicero Institute, Austin, TX, USA",8301.0,7467.0,3,3,3,4,5,6,5,7,6,5,7,6,3,6,5,7,6,3,3,3,3,6,4,5,5,7,5,3,6,4,7,5,3,6,4,7,3,3,3,7,8,6,6,2,7,8,6,6,2,7,8,6,6,2,5,4,4,7,8,6,6,2,7,8,6,6,3,7,8,6,6,3,4,4,4,7,8,6,7,3,7,8,6,7,2,7,8,6,5,3
978,98_8,98. Journal of Benefit-Cost Analysis/regulatory_impact_analysis_and_litigation_risk.pdf,Regulatory Impact Analysis and Litigation Risk,Journal of Benefit-Cost Analysis,Christopher Carrigan; Jerry Ellig; Zhoudan Xie,"Christopher Carrigan, Trachtenberg School of Public Policy and Public Administration, GW Regulatory Studies Center, George Washington University, Washington DC, United States; Jerry Ellig, GW Regulatory Studies Center, George Washington University, Washington DC, United States; Zhoudan Xie, Department of Economics, GW Regulatory Studies Center, George Washington University, Washington DC, United States",9461.0,8991.0,3,3,3,6,5,7,6,3,6,5,7,6,3,6,7,7,6,3,3,3,3,6,7,7,6,2,6,5,7,6,2,6,5,7,6,2,3,3,3,6,7,6,5,2,6,7,6,7,2,6,7,7,6,2,3,3,3,6,7,7,6,3,6,7,7,6,2,6,7,7,6,2,3,3,3,6,7,7,6,2,6,7,7,6,3,6,7,7,6,3
979,98_9,98. Journal of Benefit-Cost Analysis/economic-evaluation-under-ambiguity-and-structural-uncertainties.pdf,Economic Evaluation Under Ambiguity and Structural Uncertainties,Journal of Benefit-Cost Analysis,Brendon P. Andrews,"Brendon P. Andrews; Department of Economics, University of Alberta, Edmonton, AB, Canada",11212.0,10715.0,3,3,3,6,5,7,6,2,6,4,7,5,3,6,5,7,6,3,3,3,3,7,6,7,6,2,6,5,7,6,2,7,6,7,6,3,3,3,3,7,8,6,6,2,7,8,6,6,1,7,8,6,5,2,3,3,3,6,7,7,5,3,7,8,7,6,3,7,8,6,5,3,3,3,3,6,7,7,6,3,7,8,7,6,2,6,7,7,5,2
980,99_0,99. Journal of Wine Economics/willingness_to_pay_of_portuguese_sparkling_wine_consumers_econometric_and_machine_learning_approaches.pdf,Willingness to pay of Portuguese sparkling wine consumers: Econometric and machine learning approaches,Journal of Wine Economics,Lina Lourenço-Gomes; Mário Gonzalez Pereira; Norberto Jorge Gonçalves; Tânia Gonçalves; João Rebelo,"University of Trás-os-Montes and Alto Douro (UTAD), Department of Economics, Sociology, and Management (DESG), Centre for Transdisciplinary Development Studies (CETRAD), Vila Real, Portugal; Centre for Research and Technology of Agro-Environmental and Biological Sciences (CITAB), Inov4Agro, University of Trás-os-Montes and Alto Douro (UTAD), Vila Real, Portugal; Department of Physics, School of Science and Technology, University of Trás-os-Montes and Alto Douro (UTAD), Vila Real, Portugal",9172.0,8633.0,2,2,2,4,5,6,3,7,5,6,6,4,2,4,6,5,3,2,3,2,3,6,5,6,4,2,6,5,6,4,2,6,5,6,4,2,3,3,3,6,7,6,5,3,6,7,6,5,3,6,7,6,5,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,5,7,6,5,3,6,7,6,5,3,5,7,6,4,3
981,99_1,99. Journal of Wine Economics/context_and_crosssection_data_improve_analyses_of_wine_ratings.pdf,Context and cross-section data improve analyses of wine ratings,Journal of Wine Economics,Jeffrey Bodington,"Jeffrey Bodington; Bodington & Company, San Francisco, US",3631.0,3268.0,3,3,3,3,2,4,2,8,3,2,4,2,8,3,2,4,1,8,3,3,3,4,3,5,2,7,4,3,5,2,7,4,3,5,2,7,3,3,3,5,7,4,3,2,6,7,5,3,2,6,7,5,3,2,3,3,3,6,7,5,4,2,6,7,5,4,3,6,7,5,4,2,3,3,3,7,7,6,5,3,6,7,5,4,3,6,7,5,4,3
982,99_2,99. Journal of Wine Economics/creation_of_a_wine_entrepot_in_18thcentury_boulognesurmer_dedicated_commodity_chain_politics_and_enlightenment_economists.pdf,"The creation of a wine entrepôt in 18th-century Boulogne-Sur-Mer: Dedicated commodity chain, politics, and enlightenment economists",Journal of Wine Economics,Charlie Leary,"Charlie Leary; PH Quadrat, Calle 73, Panama, Republic of Panama",10569.0,10054.0,3,3,3,7,6,6,5,2,6,5,6,4,2,7,6,6,5,2,3,3,3,7,6,6,5,2,7,6,6,5,2,7,6,6,5,2,3,3,3,7,7,6,5,2,8,7,6,5,2,8,7,6,5,2,3,3,3,8,7,7,6,3,8,7,7,6,2,8,7,7,6,2,4,4,4,8,7,7,6,3,8,7,7,6,3,8,7,7,6,3
983,99_3,99. Journal of Wine Economics/contextualizing_hard_cider_flavor_language_and_market_position.pdf,Contextualizing hard cider flavor language and market position,Journal of Wine Economics,Clinton L. Neill; Jacob Lahne; Martha Calvert; Leah Hamilton,"Clinton L. Neill, Dyson School of Applied Economics and Management, Cornell University, Ithaca, NY, USA; Jacob Lahne, Department of Food Science and Technology, Virginia Tech, Blacksburg, VA, USA; Martha Calvert, Food Innovation Center, Colorado State University, Denver, CO, USA; Leah Hamilton, Department of Food Science and Technology, Virginia State University, Petersburg, VA, USA",8638.0,8009.0,1,1,1,6,7,6,5,2,6,7,6,5,3,6,7,7,5,2,2,2,2,4,6,5,3,2,4,6,5,3,2,4,6,5,3,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,3,3,3,3,6,8,7,6,2,6,8,7,6,3,6,8,7,6,2,3,3,3,6,7,7,5,2,6,7,6,5,3,6,7,6,5,2
984,99_4,99. Journal of Wine Economics/canning_cannabis_consumer_preferences_for_cbd_and_thcinfused_beverages.pdf,Canning cannabis: Consumer preferences for CBD- and THC-infused beverages,Journal of Wine Economics,Aaron J. Staples,"University of Tennessee Knoxville, Knoxville, TN, USA",8661.0,8372.0,3,3,3,6,5,7,6,2,6,5,7,6,3,6,5,7,6,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,3,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,6,5,3,6,7,7,6,3,6,7,7,6,2,3,3,3,6,7,6,5,2,6,7,7,6,3,6,7,6,5,3
985,99_5,99. Journal of Wine Economics/wine_prices_and_weather_are_cult_wines_different.pdf,Wine prices and weather: Are cult wines different?,Journal of Wine Economics,Botir Okhunjanov; Jill J. McCluskey; Ron C. Mittelhammer,"1Department of Economics, Denison University, Granville, OH, USA; 2School of Economic Sciences, Washington State University, Pullman, WA, USA",13056.0,12645.0,3,3,3,4,2,5,3,7,4,3,5,2,7,4,3,5,2,7,3,3,3,6,5,6,4,2,6,6,5,4,2,6,7,6,4,2,3,3,3,6,7,6,5,2,6,7,7,5,2,6,7,6,5,2,3,3,3,4,7,6,3,2,4,7,6,3,2,4,7,6,3,2,3,3,3,6,7,7,5,2,6,7,7,5,2,6,7,7,5,2
986,99_6,99. Journal of Wine Economics/team_familiarity_task_familiarity_and_quality_competition_evidence_from_japanese_sake_brewing.pdf,"Team familiarity, task familiarity, and quality competition: Evidence from Japanese sake brewing",Journal of Wine Economics,Sen Zhang; Hang Yuan; Mengru Zhao; Donghoon Kim; Keisuke Hori; Yusuke Hoshino; Hiroshi Shimizu,"Sen Zhang, Hang Yuan, Mengru Zhao, Hiroshi Shimizu: Waseda University, Graduate School of Commerce, Shinjuku, Tokyo, Japan; Donghoon Kim: Kochi University of Technology, School of Economics and Management, Kami, Kochi, Japan; Keisuke Hori: Shujitsu University, Faculty of Business Administration, Okayama, Japan; Yusuke Hoshino: Musashino University, Faculty of Business Administration, Koto City, Tokyo, Japan",8349.0,7907.0,3,3,3,6,7,6,5,3,6,7,5,4,2,6,7,6,5,2,3,3,3,6,7,5,4,2,6,7,5,4,2,6,7,5,4,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,4,1,3,3,3,6,7,7,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,6,5,3,6,7,7,5,3,6,7,6,4,2
987,99_7,99. Journal of Wine Economics/is_more_always_better_the_returns_to_alcohol_by_volumeevidence_from_the_austrian_spirits_trophy_2023.pdf,Is more always better? The returns to alcohol by volume—Evidence from the Austrian “Spirits Trophy 2023”,Journal of Wine Economics,Bernd Frick; Daniel Kaimann,"Bernd Frick; Management Department, Paderborn University, Paderborn, Germany; Daniel Kaimann; Management Department, Paderborn University, Paderborn, Germany",4019.0,3686.0,1,1,1,3,2,4,2,7,3,2,4,2,8,3,2,4,1,8,2,2,2,4,3,5,2,7,4,3,5,2,6,4,3,5,2,7,3,3,3,6,5,4,3,2,6,5,4,3,2,6,5,4,3,2,3,3,3,6,7,5,4,3,6,7,5,4,3,6,7,5,4,3,3,3,3,6,7,5,4,3,7,7,6,4,3,7,6,6,4,3
988,99_8,99. Journal of Wine Economics/wine_ratings_and_commercial_reality.pdf,Wine ratings and commercial reality,Journal of Wine Economics,Gianni De Nicoló,"Gianni De Nicoló; Carey Business School, Johns Hopkins University, Baltimore, MD, USA",11141.0,10636.0,2,3,3,3,5,6,4,7,3,4,5,2,7,4,6,5,3,7,3,3,3,6,7,5,4,2,6,7,5,4,2,6,7,5,4,2,3,3,3,6,7,6,5,2,6,7,5,4,2,6,7,6,5,2,3,3,3,6,8,7,5,2,6,8,7,5,2,6,7,5,4,2,3,3,3,6,7,7,5,2,6,7,7,6,2,6,7,7,5,3
989,99_9,99. Journal of Wine Economics/determinants_of_the_adoption_of_fungusresistant_grapevines_evidence_from_switzerland.pdf,Determinants of the adoption of fungus-resistant grapevines: Evidence from Switzerland,Journal of Wine Economics,Lucca Zachmann; Chloe McCallum; Robert Finger,"Lucca Zachmann, Agricultural Economics and Policy Group, ETH Zurich, Zürich, Switzerland; Chloe McCallum, Agricultural Economics and Policy Group, ETH Zurich, Zürich, Switzerland; Robert Finger, Agricultural Economics and Policy Group, ETH Zurich, Zürich, Switzerland",10994.0,10515.0,3,3,2,6,5,7,5,3,6,5,7,5,2,6,7,7,6,2,3,3,3,6,7,6,5,2,6,7,6,5,2,6,7,6,5,2,3,3,3,6,7,7,6,2,6,7,6,6,2,6,7,6,6,2,4,4,4,6,8,7,6,2,6,8,7,6,2,7,8,7,6,2,4,5,4,7,8,7,6,3,7,8,6,6,2,7,8,7,6,3
